label,No,Date,Content
,1870,"""2017-01-05T14:01","""디자인은 HG가 더 나음. 성능은 어차피 남은 소나타 및 침수차된 제네시스 덧된거 사용했을테고."""
,1871,"""2017-01-05T13:08","""녹차만 아니라면 다른건 감수하고 만족하겠다."""
,1872,"""2017-01-05T12:54","""yf소 나 타 철판덧대기 호구버전.\n\n팩트임 검색하면 나옴."""
,1873,"""2017-01-05T11:51","""걍 벤츠e클래스에다가 라이트는 BMW꺼 복붙한거아님?"""
,1874,"""2017-01-05T11:35","""폭스바겐도  승계됩니다\n평생엔진오일  무상교체권도 주인이 몇번이고 바뀌어도 다 해줍니다\n역시 현기네요"""
,1875,"""2017-01-05T10:42","""개인적으로 디자인만 볼 때, 그 전 그랜저가 더 멋지고 그랜저 다움"""
,1876,"""2017-01-05T08:53","""신차인데 별로 감흥이 안가는 차는 이번 신형그랜저가 처음! 어? 원래 있던차야? 그런 느낌"""
,1877,"""2017-01-05T08:38","""이 차 뒷태 보면 자꾸 닷지의 다트 생각남 내가 언뜻 보기엔"""
,1878,"""2017-01-05T05:22","""이차 먼데 3.0추가옵션이 돈천만원가까이하냐ㅡㅡ"""
,1879,"""2017-01-05T02:00","""오토뷰 보니간 제발ㅜㅜ"""
,1880,"""2017-01-05T01:51","""밤에뒷모습보면 닌자거북이 눈매가떠오른다.."""
,1881,"""2017-01-05T01:17","""내수 차별은 없다는 흉기 자동차 회사. 제네시스 역수입한 차 사고나서 부품 수급하려면 미국에서 부품 공수해야 수리가능"""
,1882,"""2017-01-04T23:02","""아파트주차장에있더라 소나타도 아닌거 같고 제네시스도 아닌거 같고 뭔가 아리송했는데 그랜저 그냥 그렇더라 딱히 이쁘단생각안들고 그냥 못보던차구나 싶더라"""
,1883,"""2017-01-04T22:48","""프리미엄 준중형"""
,1884,"""2017-01-04T22:25","""이번에 그랜저 나온거 보면 실물 보기 전에는 디자인이 이게 뭐냐 하고 실망했다. 전면부가 맘에 안들었거든. 근데 나중에 실물을 보고 나니 이 차는 사진 발을 진짜 안받는다는 것을 알게 되었다. 물론 성능이나 내부 기능 면에서는 모르겠다만 이번에는 진짜 잘 뽑았다."""
,1885,"""2017-01-04T21:10","""이제 잠재적 또는 일반 고객도 선택의 폭이 넚어지고 합리적인 선택을 해야 하는데 그냥 내수 우습게 아는것은\n팔아주면 안되는데 왜 우리국민은 그걸 모르고 계속 속으면서 사는걸까? 진짜 호갱인가??"""
,1886,"""2017-01-04T21:09","""왤케싸냐 가격보고 깜놀"""
,1887,"""2017-01-04T16:31","""현대기아차, 美선 '엔진 소리 들리면 입고' 국내선 '이 정도면 정상'   http://auto.naver.com/magazine/magazineThemeRead.nhn?seq=24814"""
,1888,"""2017-01-04T15:37","""뒷태가 닷지 헬켓 srt 2014년식이랑 거의 떡같이 생겼네 ㅋㅋ"""
,1889,"""2017-01-04T14:47","""꼭 사고 책임도 본인이 져라 굿럭 :)"""
,1890,"""2017-01-04T13:58","""그렌져 ig  2.4 현금 2천에 할부견적부탁드립니다"""
,1891,"""2017-01-04T11:54","""2016년 가장 큰 이슈는 흉기가 세타2엔진 결함 알고도 모른척 했던점(미국은 리콜, 한국은 보증기간만 연장), 유로6 디젤 오일증가, 최근 터진 아반떼스포츠 오일역류! (흉기가 말하는 내외수 리콜 차별에 대한 변명: 미국공장의 청정도 문제, 작업자의 숙련도 문제)&lt;&lt;&lt;아!그럼 한국공장은 완전 청결하고 작업자들의 숙련도가 완벽하니깐 엔진 문제는 없을 것이다? 올해는 부디 부산싼타페 급발진처럼 사람잡는 결함이 안터지길..."""
,1892,"""2017-01-04T10:13","""뒷통수에서 닷지 차저 가보이는군"""
,1893,"""2017-01-03T22:56","""첨본차가 택시네."""
,1894,"""2017-01-03T22:48","""과연 우리 흉기가 또 어떤 흉기를 만들었는지\n한번 봐야겠군요"""
,1895,"""2017-01-03T22:23","""전시장에서 볼때와 주차장에서 본 모습이 \n너무 다르네요.  옆에 아반테 세워두면 헷갈릴듯. \n역시 아반져."""
,1896,"""2017-01-03T22:22","""소나타 그랜져 승차감 편의사항등 좋은점 많은 차인대 이 둘의 최대 약점이 세타2엔진이라는거 더군다나 요즘 현기의 뭐 예전부터지만 특히 요즘의 현기는 신뢰가 안간다는거 이번 그랜져는 디자인부터 특히 실제 보니 더 비호감 차라리 엔진교체하고 hg로 가는게 더 좋았을듯"""
,1897,"""2017-01-03T22:22","""암만봐도 아담한게 아반져내요."""
,1898,"""2017-01-03T21:56","""제첫차를 그랜져hg300 으로시작했죠ㅎㅎ\n조용하고 고장도없었고 연비빼면만족했습니다 지금 25살이고요 520d xdrive 타고있습니다\n여기서 실제로 댓글다시는분들중 그랜져 오너이신분들이거나 그랜져 거쳐가시고 다른차타시는분들은 많지안을듯한대요 ㅎㅎ 솔직히 스포츠카도아니고 모가어쨋네저쨋네 흉기차네 하지마시고 규정속도맞춰서 다니면 이정도면 매우편한차 아닌가요? 얼마나 쏘시길래 그렇게 문제가많나요ㅎㅎ 제댓글보고또 \n차없는뚜벅이이러지마시구요 \n아버지 a8 60tdi ,x6 50i  어머니 a8 4.2 tdi 타고다니시고요ㅎㅎ 그랜져 hg타봣고 ig는못다봣지만 충분히 조용하고 잘나가고 좋은차입니다 너무까시기보다는 이차를선택하시는 오너분들은 모두다 이유가있기때문에 이차를선택하신거고요 ㅎㅎ 그렇게 코너링 모그런거따지실거면 돈많이벌으셔서 더좋은차타세요 타보지도않고 막까지만마시구요~"""
,1899,"""2017-01-03T20:51","""BMW 데이라이트 따라하다가 망한것봐ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 극혐"""
,1900,"""2017-01-03T17:46","""그랜돼지져"""
,1901,"""2017-01-03T17:33","""어차피 여기댓글다는놈들 90프로 뚜벅이 댓글러. 9프로 직원할인받아 산 중형이하급 오너들. 1프로 실제오너 혹은 관심자. 그이상 고급차량가지고 관심없는사람은 여기에 댓글달이유없고 ㅋㅋㅋ간혹가다 나오는 리뷰빼곤 다 99프로에 해당한다고 보면됨"""
,1902,"""2017-01-03T16:43","""yf쏘나타에 철판덧대기로 만들어진 ig. 팩트임."""
,1903,"""2017-01-03T16:31","""후방범퍼 라이트 그랜저가 sm6 따라했다는건 뭔가요 sm6가 그랜저 따라한거 아닌가요? 그랜저 몇세대째 쓰던 이어지는 라이트 인대 갓 1년된 차를 보고 따라했다고?"""
,1904,"""2017-01-03T16:17","""첨에 디자인은 괜찮은거 같았는데 길거리에 서있는거 자주보니 진짜 별로다"""
,1905,"""2017-01-03T16:09","""현기를 옥x현 처럼 한번 돼지는 영원한 돼진거처럼 까지말자 변하고 있으면 칭찬도 좀 해줘"""
,1906,"""2017-01-03T14:36","""엔진은 심장암 말기~ 경차 C-MDPS 핸들 조향감은  장애판정~ 덤으로 디자인은 조향감이랑 어울리게 준중형처럼 보이는 효과까지 WOW~!"""
,1907,"""2017-01-03T13:27",""""""
,1908,"""2017-01-03T12:25","""에쿠스는 롤스로이스 엠블럼 카피하고 제네시스는 벤틀리 엠블럼 카피하고 그랜져는 벤츠 헤드라이트 카피하고"""
,1909,"""2017-01-03T12:15","""소나타 판매량이 많으니 가장 좋은차라니까 빼~~~~~~~~~~~~~~~~~~액"""
,1910,"""2017-01-03T12:13","""중형 1위 자리를 꾸준히 지켜오며 체면치레를 하고 있는 쏘나타지만, 전문가들은 법인 및 영업용 판매 비중이 높은 쏘나타의 이미지가 주홍글씨가 될 것이라 우려한다. 한국자동차산업협회(KAMA)의 자료에 의하면 쏘나타의 판매량에서 영업용, 관공서, 법인, 렌트카 등의 목적으로 출고된 비중은 58%에 달했다."""
,1911,"""2017-01-03T11:30","""프리미엄 준중형"""
,1912,"""2017-01-03T10:57","""어째 생긴게 소나타 보다도 아래급같이 생겼는지.."""
,1913,"""2017-01-03T10:11","""까는넘들 버스타면서 까는분들 몇명일지 궁금하네 (차에서 문제 나오는걸 까면 몰라) 서민카드립.가족드립.없는말지어내기.가격드립 하시는분들이요"""
,1914,"""2017-01-03T09:36","""일본3사 오너 : 야 이래서 일본차가 성능 좋다고 하는구나... 역시 일본차는 국적만 빼면 최고라니깐 하며 차에 만족하면서 탐 + 일본차의 우수성에 대한 기사와 댓글을 보면서 자기도 모르게 일뽕에 취해감..., 그랜저 오너 : 아니 나 현대의 간판 그랜저 타는데 딴사람들이 무시하지 않겠지? 뭐어? 그렌저를 살바엔 일본 3사를 탄다고? 빼애애애애애애애액! 준대형급을 어디 중형에 비교해!!! 차는 큰게 짱이야!!! 뺴애애애애액! 국산차 타는게 애국인거 몰라? 일본차사면 매국이야! 빼애애애액!(전범기업이랑 기술합작한게 흉기인거 까맣게 잊음...) 하면서 항상 타인한테 무시당하며 스트레스 받으면서 탐... + 그랜저의 극찬 기사를 필사적으로 찾으며 만족해하나 항상 그 기사의 댓글을 보면서 자기도 모르게 분노하게 되고 결국... 항상 차도 없는놈이 지껄이는 소리라고 정신승리함.... ㅠㅠ"""
,1915,"""2017-01-03T09:36","""나도 현대하는 행태가 매우 맘에 안들지만 그래도 이번 그랜저는 현대가 외제차한테 점유율털리고 정신차렷는지 특별한 단점도 별로 없고(가격빼고) 주행성능도 잘다듬어서 나왔다는 평이 많은데\r\n\r\n역시 여긴 무조건 현기차는 욕하고 까는군"""
,1916,"""2017-01-03T09:33","""실제로 보니까 뭔가 디자인이 40대에서30대로 내려온느낌?스포티해진게 다 좋은게아니라고 느낌"""
,1917,"""2017-01-03T06:31","""망작"""
,1918,"""2017-01-03T00:46","""http://m.post.naver.com/viewer/postView.nhn?volumeNo=5982928&amp;memberNo=20218752&amp;navigationType=push&amp;mainMenu=CARGAME\n\n네이버1면의 포스트보셨습니까? 쉐보레가 블박만깔아도 AS안해준다는것을. 진실을 아시는지요.네이ㅇ와 현ㅇ의 합작이란것을. 그랜져광고를 1면에 끊임없이 때려주고 조회수도 탑으로 끌어주고 이젠 타제조사의 흠을잡아 1면에때립니다. 블박을 설치하다 배선문제가 생긴게 제조사탓인가요? 튜닝을하다 잘못건드려 문제생긴것도? 이건 어떤 제조사든 마찬가지입니다. 네이ㅇ는 마치 쉐보레만 그러는걸로 기사화해서 선전하는데 오래전부터 있던 방침입니다. 말리부 국토부안전성 1위한것은 하루반나절만 띄워주고 그랜져 젊어진건 2주동안 띄워주고.. 대기업끼리의 짜고치는 고스톱인걸 언제까지 당하고만 살것인가요 개돼지가 되지맙시다"""
,1919,"""2017-01-03T00:37","""아반떼같어 OOO디자인"""
,1920,"""2017-01-03T00:26","""역시조선은 모방하는데 따라올수가없지~~"""
,1921,"""2017-01-03T00:06","""IG2.4 프리미엄 견적요청합니다.\n(전액현금과 선수금 2천만원\n두가지 경우 견적)"""
,1922,"""2017-01-02T21:45","""기본기가 없는 차"""
,1923,"""2017-01-02T21:37","""그랜저를 바꾸다..?? 아~ SM6 따라하다가 망한 디자인만 바꾼거지???"""
,1924,"""2017-01-02T21:05","""세타엔진은 진짜 최악임. 얼마못타고 엔진구멍뚫리고 실린더 벽 갈릴것임."""
,1925,"""2017-01-02T20:55","""르쉐쌍 보면 느끼는거 없나 ?? 쪽바뤼가 버린 gdi 엔진 개선이고 나발이고 그만 포가하고 겸허히 받아드려라 좀 ㅡㅡ 결함 리콜도 안해주면서 보증이 가당냐 하냐?? 현대제철 mdps도 좀 고집좀 버리고"""
,1926,"""2017-01-02T19:38","""이건 혁명이다.."""
,1927,"""2017-01-02T19:31","""고장 나서 도로에 멈춰 있더군요"""
,1928,"""2017-01-02T17:32","""K7  그랜저 비교 한다면 k7은 그랜저보다 실내도 넓고 디자인도 확실히 낫다 하지만 차체가 워낙 커서 그런지 그랜저보다 출력은 확실히 딸림 그랜저는 승차감 출력은 k7 보다 좋은데 굳이 비교 한다면 k7 훨 좋음"""
,1929,"""2017-01-02T16:58","""sm6나왔을땐 멀티링크 아니라 까였지. 근데 엔진, 미션은 좋아. 근데 현기는 엔진이 문제야. 답이 없어 이건. 세타2엔진 아어 1.6엔진까지 문제야. 포털사이트에선 기사 가리지? 구글링하고 카페가봐. 구매자 분노가 하늘을 찔러. 현기는 망할거야"""
,1930,"""2017-01-02T14:17","""앞 디자인 역대 최악----피터는 역시 뒤는 그런대로 만드나 앞을 못만든다---깊은싫망"""
,1931,"""2017-01-02T14:10","""엉덩이가 그냥 Dodge Charger 네.. ㅉㅉㅉ"""
,1932,"""2017-01-02T09:04","""yf쏘나타에 철판덧대기로 만들어진 ig. 팩트임."""
,1933,"""2017-01-02T07:36","""그릴형태가 꼭 무슨..손으로 대충 성의없이 그린듯한 실루엣.. 그리고 아반테HD 에서 주댕이만 좀더 크게 늘려놓은듯한 느낌"""
,1934,"""2017-01-02T01:45","""그랜져의 포지셔닝이 애매모호 해져가고 디자인이 좀 젊어진 경향이 보인다. 하지만 어떻게 보면 제네시스 브랜드 제외하고 현대자동차 브랜드에서 상위 포지셔닝인데.. 외관 디자인이 아쉽다"""
,1935,"""2017-01-02T00:57","""아반테랑 나란히 주차해 놓으니까. \n그릴 외에는 너무 비슷하내요 \n밤에는 잘 분간이 안되더라고요. \n그래서 아반져라고 하나 봅니다."""
,1936,"""2017-01-02T00:30","""미안한 말이지만 완전 잡탕 이내요. \n앞 그릴은 제네시스 흉내내고\n본넷부는 아반테 형 같고, \n뒷태는 SM6 흉내내고 완전 흉내쟁이에 \n차가 또 너무 작아 보이고...\n굳이 세타엔진, MDPS, 바람개비 핸들 \n이런거까지 이야기 할 필요도 없내요. \n흉기차 특징이 브레이크 고장이 있어요. \n구형 싼타페 탓었는데 동내에서 브레이크 \n고장나서 식급했습니다. 사이드 브레이크로 \n겨우 위기는 모면 했내요. 대로 였으면 큰일날 뻔 했지요. 그 날 이후 흉기차는 빠이빠이 입니다."""
,1937,"""2017-01-02T00:03","""흉기는 기술력, 엔진, 기업마인드가 핵노답 쉐보레는 차는 괜찮지만 오너가 핵노답"""
,1938,"""2017-01-01T23:42","""흉기까면 쉐슬람이냐 ㅋㅋㅁㅊ 박사모같은 놈들 닭까면 빨갱이란거랑 뭐가다르지. 니놈들이 흉기커버칠수록 더나락으로간다 진정한 애국자되고싶으면 흉기가 반성하도록 비판을해라"""
,1939,"""2017-01-01T22:32","""어제 운전하다가 비슷하게생긴 그랜저IG랑 SM6 나란히 지나가는거 봤는데 와꾸 차이심하던데ㅋ 이번 그랜저 디자인 진짜 개극혐... 테일램프는 존나우울해보이고 헤드램프는 BMW따라하다가 망함.. 그랜저HG는 그나마 괜찮았는데"""
,1940,"""2017-01-01T21:15","""영업점가니깐 대놓고 세타엔진이라고 말하던데..."""
,1941,"""2017-01-01T20:03","""얼마나 차가 안팔리면 온라인에 현기 그랜져 쉴드 알바를 풀까...ㅉㅉ"""
,1942,"""2017-01-01T19:37","""마티즈 타는 쉐슬람들 극혐\n\n돈없으면 다른곳으로 가라"""
,1943,"""2017-01-01T19:22","""부산 산타페 급발진 사건 아나?\n 블랙박스 영상 봤겠지만, 운전자 과실로 결정났다고 하는데,\n그래도 좋으면 흉기차 사라."""
,1944,"""2017-01-01T19:16","""연비차이도 안나는구만 디젤은 왜만든거지.."""
,1945,"""2017-01-01T19:06","""그랜져 K7둘다 너무 고민된다. 실내 디자인은 K7이 더나은 것 같은데 출력도 그랜져는 정숙성 노면 소음 승차감 등에서 강세를 좀 보이니 둘다 좋은 차 같네요 . 근데 둘다 고민이 매우 되네요.ㅎㅎ"""
,1946,"""2017-01-01T18:57","""그랜져가 좀 웅장해보여야하는데 그런맛이 좀 읍다"""
,1947,"""2017-01-01T17:15","""참.. 디자인은 너무잘뽑아놨단말이지.."""
,1948,"""2017-01-01T17:06","""현대차는 출시 되자마자 사는 거 아닙니다"""
,1949,"""2017-01-01T16:26","""우리 현대차가 2017년엔 어떤 결함으로 한국 소비자를 찾아올지 기대가 됩니다"""
,1950,"""2017-01-01T15:20","""프리미엄 준중형"""
,1951,"""2017-01-01T14:48","""ㄴㅁㄹ 광고보고  뽀르쉐인줄알앗네, 하여간 사기는잘쳐"""
,1952,"""2017-01-01T13:52","""아슬아슬 아슬란 생각난다"""
,1953,"""2017-01-01T13:41","""진짜 안이쁘다.....ㄷㄷ"""
,1954,"""2017-01-01T13:09","""모던 2.4 가솔린 \n\n경북 포항 견적 요청합니다.  trokey@naver.com"""
,1955,"""2017-01-01T11:11","""2016년 가장 큰 이슈는 흉기가 세타2엔진 결함 알고도 모른척 했던점(미국은 리콜, 한국은 보증기간만 연장), 유로6 디젤 오일증가, 최근 터진 아반떼스포츠 오일역류! (흉기가 말하는 내외수 리콜 차별에 대한 변명: 미국공장의 청정도 문제, 작업자의 숙련도 문제)&lt;&lt;&lt;아!그럼 한국공장은 완전 청결하고 작업자들의 숙련도가 완벽하니깐 엔진 문제는 없을 것이다?"""
,1956,"""2017-01-01T01:31","""같은 회사 같은 가격 이라면 k7 훨 낫다"""
,1957,"""2017-01-01T00:44","""갑자기늘어난 르삼 쉐보레 게시글에 악성댓글 그랜져엔 찬양댓글. 연말에 알바님들 출근하셨네요 ㅎㅎ정기모임후 짬내서 글 쓰시나요"""
,1958,"""2016-12-31T23:27","""시승해 봤는데 진짜 놀랐습니다. 이차는 국산차가 아닌듯 합니다.\n정말 고급스럽고 진짜 진짜 조용합니다~ 정말 최고를 만든듯 합니다.\n방지턱넘는 느낌 최고입니다~승차감은 독일삼사 뺨칠것 같습니다.\n네비 시계도 시동키고 불들어오면 느낌 다릅니다~ 정말 세련되고 고급집니다~\n진짭니다~ 단 3.0 이며 시승해보면 정말 깜놀하실 겁니다~\n정말 많이 놀랐습니다. 타보면 절대 깔수 없는 차입니다."""
,1959,"""2016-12-31T23:21","""차 잘빠졌던데.. 이 가격이면 좋지"""
,1960,"""2016-12-31T23:11","""이 차도 누유 심각해요"""
,1961,"""2016-12-31T17:27","""K7과 비교하지 마세요. 비교할껄 비교해야지. IG실내외 누가 디자인한거야. 정말 짜증나."""
,1962,"""2016-12-31T16:11","""오늘 구입한차 받아서 몰아봤는데 엄청 좋던데요 ㅋㅋ  이가격이면 비엠320은 사겠지만외제차 유지할 자신은 없네요"""
,1963,"""2016-12-31T15:42","""난 받았는데 ㅋㅋ 이상하네 고거"""
,1964,"""2016-12-31T14:08","""뒤태 갑임!"""
,1965,"""2016-12-31T13:55","""저돈주고살바엔\n돈좀더주더라도\n수입차사는게 이득"""
,1966,"""2016-12-31T13:11","""팔린 것 중에 2.4 세타 엔진이 51프로 팔렸던데 그래도 살 거면 한 1년 후에 사지......실험용 쥐 ..........."""
,1967,"""2016-12-31T12:40","""와.. 어떻게 만들어도 그랜져는 어짜피 1등일거야 라는 생각을한건가.. 이게 무슨 3천만원대 자동차냐 이게"""
,1968,"""2016-12-31T12:28","""견적받고싶어요"""
,1969,"""2016-12-31T10:27","""12월에 볼보 s60 d3 600 프로모션 하네. 3700만원 수준인데, 그랜저보다 나을 듯. 유지비 높은 건 연비(16km수준)로 상쇄될 것이고... 보증도 5년 10만km로 훨 나음."""
,1970,"""2016-12-31T09:20","""제발 국산차는 기본기에 충실하자. 특히 현기  기본기가 안되면 기업마인드라도 좋아야되는데 팔고나면 호갱을 만들어 버리니..그래도 국민들은 열심히 구매한다 기본기를 안보고 옵션과 디자인만 보고 차를 구매하는 호갱국민이 사라지지않는한 품질제일주의는 먼미래이야기일것이다"""
,1971,"""2016-12-31T02:05","""그래도 살사람들은 잘만사고... 주변지인들도 하나둘씩 사더군요... 오토뷰도 추천하고.... 흠...고민되네..."""
,1972,"""2016-12-30T22:17","""2.4가 190마력;;;;Sm5 2.0 수준;;"""
,1973,"""2016-12-30T22:01","""2,4gdi 정말 비추입니다. 차가 가속도 딸리고 힘도업고  결함까지 있어요 .,!! 말리부.sm6보다 힘이 딸리니 원"""
,1974,"""2016-12-30T20:08","""그냥줘"""
,1975,"""2016-12-30T15:58","""그랜저 안탄다... 사기쳐대는 폭스바겐 처럼 믿음이 안가."""
,1976,"""2016-12-30T15:19","""여기서 떠들어봤자 전국 수만명의 현기가족들은 30프로할인받아 사고 엔진다갈리거나 새차 30프로로 또살때 중고로팔음 걍현기공화국임"""
,1977,"""2016-12-30T15:13","""벤츠는 되는데\n왜 현대는 안돼죠...?"""
,1978,"""2016-12-30T15:09","""디자인이 어떻고 하는건 개인 취향이라고 생각할게 다들 기준이 다르니까. \n근데 2.4 세타엔진은 너무하지 않냐 인간적으로. Cmdps도 그대로라며.  이거라도 바로 소비자 요구 듣고 개선해도 이렇게 까지 까이지 않는데. 이걸 쉴드치는 몇몇 OOO들은 또 뭐냐."""
,1979,"""2016-12-30T12:29","""세상에 자가용회사가 얼마나 많은데 흉기만 타다 OOO 너무 아깝지않냐"""
,1980,"""2016-12-30T10:55","""가뜩이나 댓글수 제한 때문에 안 써지는데 네이버 알바가 알아서 지워주네..... 가혹 운전해보니 그나마 주행성능만 보고 말리부가 좀 낫다 판단해서 댓글 하나 달았는데...드릅게 물고 늘어지네..특히 세단 점마는 그냥 병이고...다른 사람도 글 다 보는데 팩트로 친절히 설명하면 비교가 안되지.... 근데 문제는 비교하지 말라 해놓고 왜 비교가 안되는지 설명을 못하자나....이상한것들이 쉐빠로 몰아가거나 공격이나 해대고.....에효..."""
,1981,"""2016-12-30T10:43","""역시 네이버....쉐보레 까는 글은 살리고..흉기까는 글은 지우고....대박이네.."""
,1982,"""2016-12-30T10:41",""""""
,1983,"""2016-12-30T10:16",""""""
,1984,"""2016-12-30T09:49","""그랜져 까면 자차없고 쉐슬람임? ㅋㅋ 박사모인가 박 까면 빨갱이임? 논리봐라 진짜 ㅋㅋㅋ현기가 왜까이는지는 알고나 하는소리인가. 회사임원들이 왜타는지는 알고? 관리팀에서 일하는데 현대가 싸게 공급하기도하고 우리회사꺼 제품들사주는식으로 거래하니깐 사가는건데 초짜신입이라 뭘 모르는군 ㅋㅋㅋ돈모아서 아반떼잘사라 뽑기다"""
,1985,"""2016-12-30T09:00","""심장병 걸린차를 애 사는건지..\n아무리 돈이없고, 차를 몰라도 바보는\n아니잖아요."""
,1986,"""2016-12-30T01:19",""""""
,1987,"""2016-12-30T00:59","""사람도 인성이 좋아야 좋단다\n니네들은 차에도 서비스에도 저런건없지\n기본에 충실하고 정말 진심을 대해야하는데..\n엔지니어를 교육하고 양성해야될것을 디자이너만 주구장창 영입하는 니내들은 첫단추부터 걸렀는거같다\n내가 잘살든 굶어 죽던 버스를 타고다녀도 현기는 안타고싶다"""
,1988,"""2016-12-30T00:12","""시승했구요 전, 조기노후, 세타엔진, 이런거 잘 모르구요  예전 그랜져들하고는 달리기 성능은 많이 다릅니다..\n염두해볼만한 차 입니다. 타보세요  근데 현기차들 새차냄새는 어떻게좀 안되나요 ??"""
,1989,"""2016-12-29T23:30",""""""
,1990,"""2016-12-29T22:52","""우리회사임원들이타는차네ㅋㅋㅋ 그렌저까는놈들치고자차가지고있는놈못봤다 현기만까는놈특징이 나중에쉐보레타고뒷목잡고개빡쳐서 차똥값에팔던데ㅋㅋ"""
,1991,"""2016-12-29T22:41","""그러면서 사는 사람 보면 도무지 이해 안감..."""
,1992,"""2016-12-29T22:20","""개돼지타 친구 그냥줘"""
,1993,"""2016-12-29T21:59","""외제차  해준다  bsi  \n현기 알바야   모르면   \n하기스나  차고있어라"""
,1994,"""2016-12-29T21:49","""그래도 그랜저는 가격이라도 싼점에서 제네시스보단 덜 나쁜듯. 제네는 세계최고의 똥차"""
,1995,"""2016-12-29T20:05","""급급 거리는 세단..한경..이런분들 입털더니 어디감? 빙x같은 논리만 펼치더니.."""
,1996,"""2016-12-29T20:00","""님들아..차는 기본적으로 잘달리고..잘서고..고장이 잘 안나고..안전해야됩니다..그 다음에..옵션이 어쩌니저쩌니하는거구요..현기는 아쉽게도..네가지를 충족 못시키는것 같아요..순전히 제 생각이지만..여러분들이 많이 까시고 불매를해서..현기가 반성하고..제대로 만들 수 있게 해야합니다..정주영 회장님 살아계실때 까지만해도 현기차 큰 문제는 없었던거 같은데..NF소나타 초기출고분하고..그랜져hg인가 하고..암튼 그땐 좋았던거 같은데요..지금은 국산화(충분히 검증도하지않고..)부품으로..또 원가절감으로..여하튼 품질이 많이 떨어진듯 하군요..더불어 차량은 기계라서 트러블이 발생 할 수있으나..사후 대처가 너무 미흡하고..결함에 대한 피드백이 잘 안되는것도같아요...암튼 씁쓸하지만..유일한 국산브랜드이니만큼..잘 되기를 바랍니다..현기 관계자여러분 각성하세욧!!!!"""
,1997,"""2016-12-29T20:00","""님들아..차는 기본적으로 잘달리고..잘서고..고장이 잘 안나고..안전해야됩니다..그 다음에..옵션이 어쩌니저쩌니하는거구요..현기는 아쉽게도..네가지를 충족 못시키는것 같아요..순전히 제 생각이지만..여러분들이 많이 까시고 불매를해서..현기가 반성하고..제대로 만들 수 있게 해야합니다..정주영 회장님 살아계실때 까지만해도 현기차 큰 문제는 없었던거 같은데..NF소나타 초기출고분하고..그랜져hg인가 하고..암튼 그땐 좋았던거 같은데요..지금은 국산화(충분히 검증도하지않고..)부품으로..또 원가절감으로..여하튼 품질이 많이 떨어진듯 하군요..더불어 차량은 기계라서 트러블이 발생 할 수있으나..사후 대처가 너무 미흡하고..결함에 대한 피드백이 잘 안되는것도같아요...암튼 씁쓸하지만..유일한 국산브랜드이니만큼..잘 되기를 바랍니다..현기 관계자여러분 각성하세욧!!!!"""
,1998,"""2016-12-29T19:10","""한국에서나 통하는 차 이지 준대형이란원래없어중형아님대형이야 뭔준대형 ㅋ 우물안개구리같은소비자들 외국에선 말리부나 그랜저나... 에혀"""
,1999,"""2016-12-29T16:10","""똥차"""
,2000,"""2016-12-29T14:43","""그랜져 따위 살거면 임팔라 사라 HG타시던 노신사분께서 작년에 임팔라로 바꿨는데 훨씬 낫단다"""
,2001,"""2016-12-29T14:19","""12월에 볼보 s60 d3 600 프로모션 하네. 3700만원 수준인데, 그랜저보다 나을 듯. 유지비 높은 건 연비(16km수준)로 상쇄될 것이고... 보증도 5년 10만km로 훨 나음."""
,2002,"""2016-12-29T13:53","""그랜저 이모델에도 세타엔진 개선된게 들어감...\n논란이 심하자 동호회 운영진들에거 설명하겠다고 했답니다 예약취소가 많이 나니 설명을 해야겠죠 개선된거라 안전하다고 근대 지금 엔진도 해결못해서 숨기고 쌩까는 현대가 과연 이걸 개선했을까요 일단 하긴 했겠죠 하지만 또 결함이 난다면 방송에나오고 말이 많다면 미국법은 무서워서 일단 리콜 시킬것이고 한국은 또 미국엔 공장이 많아서 쇠가루가 엔진에 들어갈수있어서 그렇다 하지만 한국은 그렇지않다며 보상만 늘리겠죠 그리곤 또 제일많이 팔린 모델은 해당이 아니라며 보증기간도 안늘려주고 그냥 쌩깔껍니다 ㅋㅋㅋ"""
,2003,"""2016-12-29T12:52","""말리부와 그랜져라.. 배기량으로 보통급을나누는데 급이란것도 참 애매하죠. 말리부는 크기가 그랜져보다 크지만 엔진포지션 자체가 중형이고. 그랜져는 준대형인게 맞죠. 근데 문제는 실제로 타보면 전문가 아닌이상 구별힘들껄요. 제조사마다 미션셋팅 핸들셋팅이 다르니.. 눈감고타보세요 일반인들 주행감각이니 뭐니 잘구별못함 소나타 그랜져 차이는 별로안나는데.. 소나타 제네차이는 남. gm이 미국기업이고 연비 1도 생각안하기때문에 무겁게 만들죠 미션셋팅도 그에맞게하고. 그랜져는 연비에 맞는 무게배분과 가벼운 미션셋팅을하고. 말리부 그랜져 급은 다르지만 주행감각은 눈감고타면 구별힘들어요. 성능은 말리부풀옵 그랜져풀옵 비교했을때 말리부는 터보엔진이므로 쥐어짜겠지만 그랜져는 엔진무리없이 가속되겠죠"""
